ID,Year_Birth,Education,Marital_Status,Income,KidsInHome,TeensInHome,CustomerJoinDate,AmmountSpentOnWine,AmmountSpentOnFruit,AmmountSpentOnMeatProducts,AmmountSpentOnFish,AmmountSpentOnSweetProducts,AmmountSpentOnGold,NumberPurchasesWithDiscount,NumberOfWebPurchases,NumberOfCatalogPurchases,NumberOfStorePurchases,NumberOfWebsiteVisits,Accepted3rdCampaignOffer,Accepted4thCampaignOffer,Accepted5thCampaignOffer,Accepted1stCampaignOffer,Accepted2ndCampaignOffer,ComplainedInLast2Years,AcceptedLastCampaignOffer,Age,Revenue,Purchases,AverageOrderValue,MostRecentPurchase,AcceptedAnyCampaignOrDiscount,CustomerComplainedRecently
2362,1965,Master,Together,65735,1,1,7/12/13,239,7,119,4,15,11,5,6,2,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2363,1955,Graduation,Together,65748,0,0,4/15/13,172,73,93,95,78,34,2,2,4,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),LATE (About a quarter),TRUE,TRUE
2364,1985,Graduation,Single,29760,1,0,8/29/12,73.86,4,68,7,5,17,4,3,1,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
2365,1974,Graduation,Together,75702,0,1,10/14/12,1385.12,0,629,145,37,37,1,10,5,13,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,49,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
2366,1966,Graduation,Married,44794,0,1,8/6/14,54,0,7,0,0,4,1,2,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,MEDIUM ($50-$250),LOW (<=5),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
2367,1957,2n Cycle,Divorced,77297,0,0,1/26/13,408,61,109,48,122,41,1,5,7,8,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,66,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
2368,1977,Graduation,Married,30368,0,1,7/11/13,29.41,0,13,2,0,2,2,2,0,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
2369,1982,PhD,Single,38513,0,0,1/28/14,203.77,3,115,16,0,18,5,6,1,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,41,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
2370,1965,Graduation,Married,69139,0,1,1/27/14,86,12,75,33,15,6,1,4,1,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2371,1953,Master,Married,65569,0,0,5/11/12,397,46,288,20,38,70,2,6,5,11,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
2372,1973,Master,Married,54108,1,1,5/11/12,687.31,6,91,8,6,97,13,8,2,9,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
2373,1971,Master,Together,157733,1,0,4/6/13,29.2,1,9,2,0,8,0,1,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,LOW (<=$50),LOW (<=5),MEDIUM ($15 - $30),MODERATE (8 weeks),FALSE,FALSE
2374,1986,Graduation,Single,26576,1,0,10/13/12,8.36,0,8,0,0,9,1,1,0,2,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
2375,1964,Graduation,Married,60597,0,1,1/1/14,522,0,257,32,16,66,4,2,2,7,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,59,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
2376,1975,Graduation,Single,42160,0,0,6/28/13,37.63,9,45,3,15,20,4,2,1,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,48,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2377,1969,Basic,Together,22390,0,0,10/21/13,0,1,4,15,1,5,1,1,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
2378,1959,PhD,Married,52854,0,0,3/24/14,105,0,10,0,1,0,2,2,1,4,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2379,1949,PhD,Married,80360,0,0,3/3/13,1493,86,454,112,43,43,2,4,4,6,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,74,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
2380,1979,Graduation,Together,75507,0,0,2/5/14,636.42,93,374,104,80,80,1,8,6,6,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
2381,1954,Graduation,Together,39898,0,1,12/2/13,69,8,26,12,7,12,2,3,0,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
2382,1949,Master,Widow,47570,1,1,5/29/13,67,1,20,0,2,31,3,2,2,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
2383,1978,Graduation,Married,66373,1,1,12/6/13,249.78,9,124,12,24,109,7,4,2,10,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
2384,1968,Graduation,Married,41120,1,1,6/11/13,22.67,2,23,0,8,24,3,2,1,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
2385,1971,PhD,Married,71969,0,1,10/16/12,745.87,0,76,0,0,10,3,3,4,9,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,HIGH ($250-$100),VERY HIGH (>15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
2386,1967,PhD,Married,56320,0,1,8/4/13,201,53,172,116,77,83,3,5,4,12,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
2387,1970,Graduation,Together,19656,1,0,8/2/13,33.3,4,9,6,8,32,3,2,1,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
2388,1970,2n Cycle,Married,15315,0,0,3/8/13,6.51,4,13,15,8,17,2,2,0,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
2389,1965,Graduation,Together,83003,0,0,3/3/13,856,61,570,40,25,122,1,7,6,9,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,58,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
2390,1958,Graduation,Divorced,79803,0,0,2/6/14,574,8,216,21,16,33,1,4,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,HIGH ($250-$100),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
2391,1943,PhD,Divorced,48948,0,0,1/2/13,437,8,206,160,49,42,2,7,10,5,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2392,1964,2n Cycle,Together,68316,0,0,4/11/12,806,80,161,120,11,33,5,10,7,9,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2393,1968,Master,Divorced,41335,0,0,12/26/13,132.42,19,21,16,14,5,3,4,1,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2394,1966,Master,Single,43456,0,0,3/26/13,275,11,68,25,7,7,3,5,1,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
2395,1966,Graduation,Together,82427,0,0,12/3/14,482,147,509,104,107,107,1,3,5,14,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,57,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
2396,1964,Graduation,Single,45989,0,1,10/22/12,138,33,87,28,24,12,4,3,2,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,HIGH ($250-$100),MEDIUM (5-10),HIGH ($30 - $50),VERY LATE (More than a quarter),TRUE,FALSE
2397,1974,PhD,Married,46374,0,1,3/17/14,428.58,0,21,0,0,17,3,7,1,7,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,49,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
2398,1972,Graduation,Divorced,51813,1,1,11/4/13,44.39,2,7,0,1,2,2,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
2399,1963,Graduation,Together,54414,1,1,1/23/13,109,18,16,24,26,18,4,3,1,7,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,MEDIUM ($50-$250),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2400,1984,Master,Single,31385,1,0,5/12/12,2.57,2,12,0,1,9,1,1,0,2,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,39,LOW (<=$50),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
2401,1976,Graduation,Married,24027,1,0,9/6/13,14.42,7,11,11,0,5,2,2,0,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2402,1974,2n Cycle,Together,49669,1,0,5/24/14,123.81,5,107,11,8,29,2,5,1,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
2403,1982,Graduation,Married,69109,0,0,9/11/12,842.48,25,459,124,29,95,1,6,6,7,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,41,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
2404,1958,Master,Married,80739,0,0,5/23/13,674,92,736,39,0,92,1,3,11,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
2405,1962,Graduation,Single,57967,0,0,3/3/13,229,7,137,4,0,91,5,4,2,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2406,1965,Graduation,Together,75276,0,0,9/27/12,610,105,125,137,42,21,1,9,4,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
2407,1992,Graduation,Together,43366,0,0,1/20/13,438,169,565,91,169,70,1,2,3,6,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,31,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),LATE (About a quarter),TRUE,FALSE
2408,1966,PhD,Single,69759,0,0,10/28/13,452,20,514,13,30,0,3,4,6,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
2409,1953,Graduation,Widow,53653,0,0,7/11/12,815,10,239,28,10,108,2,10,4,12,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,VERY HIGH (>$1000),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2410,1968,Master,Divorced,63841,0,1,4/21/13,523.65,15,100,20,7,131,1,9,3,9,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
2411,1975,PhD,Married,86836,0,0,12/9/12,152.14,21,273,0,21,63,1,6,10,6,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,48,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
2412,1972,2n Cycle,Together,46344,0,1,12/14/12,265.69,20,57,8,20,91,4,7,1,5,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2413,1968,Graduation,Together,56534,0,1,7/23/13,587.27,7,61,10,0,46,4,10,4,7,8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,55,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2414,1980,2n Cycle,Together,25130,1,0,2/10/13,1.53,5,7,0,18,18,2,2,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,LOW (<=$50),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2415,1952,Master,Together,70545,0,0,3/6/14,138,39,63,55,18,21,1,4,1,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,HIGH ($250-$100),MEDIUM (5-10),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2416,1978,Graduation,Together,41580,0,0,10/12/12,59.81,5,24,4,0,3,3,2,1,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
2417,1962,PhD,Widow,71670,0,0,9/7/13,1462,16,128,0,0,160,1,5,3,6,6,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,61,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
2418,1989,Graduation,Together,37136,1,0,3/28/14,33,4,24,4,2,5,2,3,0,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2419,1945,PhD,Together,71604,0,0,11/17/13,345,53,528,98,75,97,1,8,3,6,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,78,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
2420,1975,Graduation,Married,51948,0,1,9/17/13,75.68,33,54,71,30,41,2,5,2,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,HIGH ($250-$100),HIGH (10-15),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2421,1964,PhD,Married,45759,1,1,2/23/13,42,1,18,3,0,4,2,2,0,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2422,1965,Master,Married,53843,0,0,6/27/13,378,0,88,19,4,73,4,8,5,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),LATE (About a quarter),TRUE,FALSE
2423,1973,Graduation,Divorced,89694,1,1,9/10/13,868.11,28,211,37,28,42,3,4,3,4,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,50,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
2424,1954,Graduation,Married,80067,0,0,9/19/13,519,17,813,27,173,51,1,4,6,5,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,69,VERY HIGH (>$1000),HIGH (10-15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
2425,1981,Basic,Married,24480,0,0,11/2/13,5.29,19,9,28,25,17,3,3,0,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
2426,1978,Graduation,Married,71427,0,0,12/3/14,166.31,123,177,15,64,23,2,8,2,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2427,1965,PhD,Married,57236,1,1,12/3/14,105,0,9,2,1,4,3,2,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2428,1970,2n Cycle,Married,23162,1,1,12/21/13,10.22,3,9,19,4,22,3,1,1,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
2429,1980,Graduation,Single,30828,1,0,4/10/13,22.32,11,15,2,0,12,2,1,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2430,1990,Graduation,Married,33523,0,0,8/7/13,2,6,28,13,4,16,1,2,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2431,1982,2n Cycle,Married,57937,0,1,2/16/14,214.85,42,144,55,48,133,3,4,4,9,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2432,1990,Graduation,Married,26755,0,0,8/7/13,2,6,28,13,4,16,1,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2433,1955,Graduation,Married,76998,0,1,11/1/13,1449,89,161,69,35,107,2,11,8,8,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,68,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
2434,1956,PhD,Together,76542,0,0,3/30/13,794,73,573,0,29,14,1,4,8,11,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),VERY LATE (More than a quarter),TRUE,FALSE
2435,1987,Basic,Single,21063,1,0,9/25/13,0.92,10,11,19,3,15,2,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
2436,1971,PhD,Together,32892,1,0,5/25/14,26.19,0,15,2,1,2,2,3,0,3,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,LOW (<=$50),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
2437,1960,Master,Married,47353,0,1,11/13/13,184,2,19,8,8,4,3,2,2,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),VERY LATE (More than a quarter),TRUE,FALSE
2438,1965,Graduation,Together,33456,1,1,4/21/14,7,3,10,8,1,7,2,1,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,LOW (<=$50),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
2439,1972,Master,Single,46423,1,1,9/18/13,54.93,0,16,0,0,8,3,2,0,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2440,1978,Master,Single,68092,0,0,12/16/13,590.15,60,207,78,36,48,2,2,6,10,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
2441,1978,Master,Single,35544,1,0,8/3/14,34.26,5,23,4,1,4,1,2,0,3,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
2442,1963,Graduation,Together,54414,1,1,1/23/13,109,18,16,24,26,18,4,3,1,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
2443,1971,Master,Single,36230,1,0,10/17/13,10.39,2,30,8,2,3,1,2,0,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),RECENT (<=3 weeks),TRUE,FALSE
2444,1987,Basic,Single,21063,1,0,9/25/13,1.01,10,11,19,3,15,2,2,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),MODERATE (8 weeks),TRUE,FALSE
2445,1975,PhD,Married,86836,0,0,12/9/12,216.13,21,273,0,21,63,1,6,10,6,4,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,48,HIGH ($250-$100),VERY HIGH (>15),MEDIUM ($15 - $30),RECENT (<=3 weeks),TRUE,FALSE
2446,1979,Graduation,Married,2447,0,0,6/1/13,1.31,1,1725,1,1,1,15,0,28,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
2447,1963,2n Cycle,Single,39548,1,1,3/31/14,15,4,10,3,4,18,2,1,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,MEDIUM ($50-$250),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
2448,1954,PhD,Married,65324,0,1,11/1/14,384,0,102,21,32,5,3,6,2,6,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,HIGH ($250-$100),HIGH (10-15),HIGH ($30 - $50),RECENT (<=3 weeks),TRUE,FALSE
2449,1968,Graduation,Married,41120,1,1,6/11/13,28.4,2,23,0,8,24,3,2,1,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,MEDIUM ($50-$250),MEDIUM (5-10),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
2450,1970,Graduation,Single,24206,1,0,8/3/13,7.01,2,8,3,2,3,1,1,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,LOW (<=$50),LOW (<=5),LOW (<=$15),LATE (About a quarter),TRUE,FALSE
2451,1951,PhD,Single,64950,0,0,12/8/12,819,0,72,12,0,63,2,11,2,10,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2452,1952,PhD,Together,85431,0,0,8/6/13,376,53,462,168,53,53,1,2,7,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),MODERATE (8 weeks),TRUE,FALSE
2453,1960,Graduation,Together,13672,1,1,4/17/13,6,2,9,2,1,5,2,1,0,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,LOW (<=$50),LOW (<=5),LOW (<=$15),VERY LATE (More than a quarter),TRUE,FALSE
2454,1969,Master,Together,,1,1,5/18/13,365.51,42,48,94,66,96,7,4,10,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,HIGH ($250-$100),VERY HIGH (>15),HIGH ($30 - $50),MODERATE (8 weeks),TRUE,FALSE
2455,1958,PhD,Together,78952,0,1,9/24/12,1170,19,594,99,76,134,2,2,5,12,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,VERY HIGH (>$1000),VERY HIGH (>15),VERY HIGH (>$50),RECENT (<=3 weeks),TRUE,FALSE
2456,1975,PhD,Married,45503,0,0,9/25/13,102.28,4,44,6,1,18,1,3,1,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,MEDIUM ($50-$250),MEDIUM (5-10),MEDIUM ($15 - $30),MODERATE (8 weeks),TRUE,FALSE
